text,reading,roles,predicate_frame,standalone_kind,provenance_ids
港口,ㄍㄤ3 ㄎㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
鐵道,ㄊㄧㄝ3 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
實行,ㄕ2 ㄒㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
長度,ㄔㄤ2 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
郭,ㄍㄨㄛ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
覆蓋,ㄈㄨ4 ㄍㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
上訴,ㄕㄤ4 ㄙㄨ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
簽約,ㄑㄧㄢ1 ㄩㄝ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
學位,ㄒㄩㄝ2 ㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
鄭,ㄓㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
發育,ㄈㄚ1 ㄩ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
地質,ㄉㄧ4 ㄓ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
酒精,ㄐㄧㄡ3 ㄐㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
胡,ㄏㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
信託,ㄒㄧㄣ4 ㄊㄨㄛ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
播放,ㄅㄛ4 ㄈㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
投降,ㄊㄡ2 ㄒㄧㄤ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
俱樂部,ㄐㄩ4 ㄌㄜ4 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
皇家,ㄏㄨㄤ2 ㄐㄧㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
更換,ㄍㄥ1 ㄏㄨㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
秘書,ㄇㄧ4 ㄕㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
高等,ㄍㄠ1 ㄉㄥ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
神秘,ㄕㄣ2 ㄇㄧ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
遺傳,ㄧ2 ㄔㄨㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
蘇聯,ㄙㄨ1 ㄌㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
毀,ㄏㄨㄟ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
南北,ㄋㄢ2 ㄅㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
水平,ㄕㄨㄟ3 ㄆㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
內戰,ㄋㄟ4 ㄓㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
接任,ㄐㄧㄝ1 ㄖㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
通往,ㄊㄨㄥ1 ㄨㄤ3,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
習俗,ㄒㄧ2 ㄙㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
拍賣,ㄆㄞ1 ㄇㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
公元,ㄍㄨㄥ1 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
抵抗,ㄉㄧ3 ㄎㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
公眾,ㄍㄨㄥ1 ㄓㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
晚會,ㄨㄢ3 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
真理,ㄓㄣ1 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
書記,ㄕㄨ1 ㄐㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
熱帶,ㄖㄜ4 ㄉㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
地下,ㄉㄧ4 ㄒㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
創辦,ㄔㄨㄤ4 ㄅㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
任命,ㄖㄣ4 ㄇㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
結局,ㄐㄧㄝ2 ㄐㄩ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
圖像,ㄊㄨ2 ㄒㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
遺址,ㄧ2 ㄓ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
太空,ㄊㄞ4 ㄎㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
爵士,ㄐㄩㄝ2 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
抗戰,ㄎㄤ4 ㄓㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
作出,ㄗㄨㄛ4 ㄔㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
中東,ㄓㄨㄥ1 ㄉㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
平面,ㄆㄧㄥ2 ㄇㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
海拔,ㄏㄞ3 ㄅㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
燃料,ㄖㄢ2 ㄌㄧㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廈門,ㄒㄧㄚ4 ㄇㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
演化,ㄧㄢ3 ㄏㄨㄚ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
山脈,ㄕㄢ1 ㄇㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
洪,ㄏㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
西南,ㄒㄧ1 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
尾巴,ㄨㄟ3 ㄅㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
加熱,ㄐㄧㄚ1 ㄖㄜ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
華盛頓,ㄏㄨㄚ2 ㄕㄥ4 ㄉㄨㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
簽訂,ㄑㄧㄢ1 ㄉㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
審判,ㄕㄣ3 ㄆㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
徐,ㄒㄩ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
頻道,ㄆㄧㄣ2 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
葡萄,ㄆㄨ2 ㄊㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
戰鬥,ㄓㄢ4 ㄉㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
稱呼,ㄔㄥ1 ㄏㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
航線,ㄏㄤ2 ㄒㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
命名,ㄇㄧㄥ4 ㄇㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
深圳,ㄕㄣ1 ㄓㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
艱難,ㄐㄧㄢ1 ㄋㄢ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
瀑布,ㄆㄨ4 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
複製,ㄈㄨ4 ㄓ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
秦,ㄑㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
學科,ㄒㄩㄝ2 ㄎㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
主演,ㄓㄨ3 ㄧㄢ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
戰後,ㄓㄢ4 ㄏㄡ4,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
改編,ㄍㄞ3 ㄅㄧㄢ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
陸軍,ㄌㄨ4 ㄐㄩㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
辭職,ㄘ2 ㄓ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
近代,ㄐㄧㄣ4 ㄉㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
圖書,ㄊㄨ2 ㄕㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
友誼,ㄧㄡ3 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
較多,ㄐㄧㄠ4 ㄉㄨㄛ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
對應,ㄉㄨㄟ4 ㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
大氣,ㄉㄚ4 ㄑㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
梁,ㄌㄧㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
海峽,ㄏㄞ3 ㄒㄧㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
密度,ㄇㄧ4 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
察覺,ㄔㄚ2 ㄐㄩㄝ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
宣佈,ㄒㄩㄢ1 ㄅㄨ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
南非,ㄋㄢ2 ㄈㄟ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
墨西哥,ㄇㄛ4 ㄒㄧ1 ㄍㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
神聖,ㄕㄣ2 ㄕㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
著重,ㄓㄨㄛ2 ㄓㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
長江,ㄔㄤ2 ㄐㄧㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
首相,ㄕㄡ3 ㄒㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
澳門,ㄠ4 ㄇㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
船隻,ㄔㄨㄢ2 ㄓ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
姐姐,ㄐㄧㄝ3 ㄐㄧㄝ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
溫,ㄨㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
浙江,ㄓㄜ4 ㄐㄧㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
任期,ㄖㄣ4 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
雕刻,ㄉㄧㄠ1 ㄎㄜ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
天皇,ㄊㄧㄢ1 ㄏㄨㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
國旗,ㄍㄨㄛ2 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
合成,ㄏㄜ2 ㄔㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
派遣,ㄆㄞ4 ㄑㄧㄢ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
發射,ㄈㄚ1 ㄕㄜ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
殺害,ㄕㄚ1 ㄏㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
接收,ㄐㄧㄝ1 ㄕㄡ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
曹,ㄘㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
錄音,ㄌㄨ4 ㄧㄣ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
小吃,ㄒㄧㄠ3 ㄔ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
柏林,ㄅㄛ2 ㄌㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
精確,ㄐㄧㄥ1 ㄑㄩㄝ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
羅,ㄌㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
大同,ㄉㄚ4 ㄊㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
聲稱,ㄕㄥ1 ㄔㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
出售,ㄔㄨ1 ㄕㄡ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
重慶,ㄔㄨㄥ2 ㄑㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
輿論,ㄩ2 ㄌㄨㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
孔,ㄎㄨㄥ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
蒙古,ㄇㄥ3 ㄍㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
穆斯林,ㄇㄨ4 ㄙ1 ㄌㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
邱,ㄑㄧㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
魔法,ㄇㄛ2 ㄈㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
解放,ㄐㄧㄝ3 ㄈㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
耶穌,ㄧㄝ1 ㄙㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
總督,ㄗㄨㄥ3 ㄉㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
軍官,ㄐㄩㄣ1 ㄍㄨㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
衍生,ㄧㄢ3 ㄕㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
決賽,ㄐㄩㄝ2 ㄙㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
回國,ㄏㄨㄟ2 ㄍㄨㄛ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
東海,ㄉㄨㄥ1 ㄏㄞ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
邊境,ㄅㄧㄢ1 ㄐㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
密碼,ㄇㄧ4 ㄇㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
出色,ㄔㄨ1 ㄙㄜ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
武裝,ㄨ3 ㄓㄨㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
輻射,ㄈㄨ2 ㄕㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
字母,ㄗ4 ㄇㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
洛杉磯,ㄌㄨㄛ4 ㄕㄢ1 ㄐㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
學堂,ㄒㄩㄝ2 ㄊㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
末期,ㄇㄛ4 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
簡稱,ㄐㄧㄢ3 ㄔㄥ1,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
瑞典,ㄖㄨㄟ4 ㄉㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
超人,ㄔㄠ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
京,ㄐㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
公務,ㄍㄨㄥ1 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
信息,ㄒㄧㄣ4 ㄒㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
跑道,ㄆㄠ3 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
股份,ㄍㄨ3 ㄈㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
西藏,ㄒㄧ1 ㄗㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
撤銷,ㄔㄜ4 ㄒㄧㄠ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
雕塑,ㄉㄧㄠ1 ㄙㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
亨利,ㄏㄥ1 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
唐朝,ㄊㄤ2 ㄔㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
領土,ㄌㄧㄥ3 ㄊㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廢除,ㄈㄟ4 ㄔㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
蕭,ㄒㄧㄠ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
朝鮮,ㄔㄠ2 ㄒㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
烏克蘭,ㄨ1 ㄎㄜ4 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宮廷,ㄍㄨㄥ1 ㄊㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
後期,ㄏㄡ4 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
條約,ㄊㄧㄠ2 ㄩㄝ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
定居,ㄉㄧㄥ4 ㄐㄩ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
山東,ㄕㄢ1 ㄉㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
終點,ㄓㄨㄥ1 ㄉㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
認可,ㄖㄣ4 ㄎㄜ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
安裝,ㄢ1 ㄓㄨㄤ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
蘇格蘭,ㄙㄨ1 ㄍㄜ2 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
太平,ㄊㄞ4 ㄆㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
辦公,ㄅㄢ4 ㄍㄨㄥ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
澳,ㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
生下,ㄕㄥ1 ㄒㄧㄚ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
體型,ㄊㄧ3 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
戰役,ㄓㄢ4 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
俄,ㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
來往,ㄌㄞ2 ㄨㄤ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
化石,ㄏㄨㄚ4 ㄕ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
天津,ㄊㄧㄢ1 ㄐㄧㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
流域,ㄌㄧㄡ2 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
多樣,ㄉㄨㄛ1 ㄧㄤ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
城堡,ㄔㄥ2 ㄅㄠ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
雲南,ㄩㄣ2 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
此後,ㄘ3 ㄏㄡ4,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
標本,ㄅㄧㄠ1 ㄅㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
同年,ㄊㄨㄥ2 ㄋㄧㄢ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
潮濕,ㄔㄠ2 ㄕ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
西北,ㄒㄧ1 ㄅㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
北極,ㄅㄟ3 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
國泰,ㄍㄨㄛ2 ㄊㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
迫使,ㄆㄛ4 ㄕ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
體現,ㄊㄧ3 ㄒㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
平民,ㄆㄧㄥ2 ㄇㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
反射,ㄈㄢ3 ㄕㄜ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
詹姆斯,ㄓㄢ1 ㄇㄨ3 ㄙ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
毫米,ㄏㄠ2 ㄇㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
效力,ㄒㄧㄠ4 ㄌㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
進軍,ㄐㄧㄣ4 ㄐㄩㄣ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
建國,ㄐㄧㄢ4 ㄍㄨㄛ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
教宗,ㄐㄧㄠ4 ㄗㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
杭州,ㄏㄤ2 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
講述,ㄐㄧㄤ3 ㄕㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
入選,ㄖㄨ4 ㄒㄩㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
火箭,ㄏㄨㄛ3 ㄐㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
防禦,ㄈㄤ2 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
航班,ㄏㄤ2 ㄅㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
發送,ㄈㄚ1 ㄙㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
政務,ㄓㄥ4 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
落成,ㄌㄨㄛ4 ㄔㄥ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
伊斯蘭,ㄧ1 ㄙ1 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宣言,ㄒㄩㄢ1 ㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
容納,ㄖㄨㄥ2 ㄋㄚ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
湖南,ㄏㄨ2 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
底部,ㄉㄧ3 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
無線,ㄨ2 ㄒㄧㄢ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
身亡,ㄕㄣ1 ㄨㄤ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
紐西蘭,ㄋㄧㄡ3 ㄒㄧ1 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
文藝,ㄨㄣ2 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
奴隸,ㄋㄨ2 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
春秋,ㄔㄨㄣ1 ㄑㄧㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
批准,ㄆㄧ1 ㄓㄨㄣ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
隨機,ㄙㄨㄟ2 ㄐㄧ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
搖滾,ㄧㄠ2 ㄍㄨㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
波蘭,ㄅㄛ1 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
